,Index,Captions
821,821,"Healthy fresh vegetables for preparing salad isolated on white background Front view of fresh organic vegetables in a colander ready for preparing a healthy salad isolated on white background. A wooden cutting board is at the right of the colander with some chopped vegetables on it and at the left is an olive oil bottle and a pepper mill. Vegetables included in the composition are lettuce, bell pepper, onion, cucumber, eggplant, cauliflower, broccoli, tomato, edible mushroom, carrot, cabbage, corn and others. DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 70-200mm f/2.8L IS II USM Telephoto Zoom Lens"
822,822,"White plate with round whatch shows six o'clock served knife and fork in a girl's hands on a blue background. Time to eat and diet concept. Top view. Round watch of six o'clock and woman's hand with fork and knite in agirl's hands on a blue background with shadows. Time to lose weight, eating control or diet concept. Place for text."
823,823,Beautiful young dietician explaining to her patient the properties of the lemon in the consultation. Shot of beautiful young dietician explaining to her patient the properties of the lemon in the consultation.
824,824,"Pasta plate Pasta with tomato sauce shot from above on rustic wood table. Some ingredients for cooking pasta like tomatoes, olive oil, basil, parmesan cheese and a pepper mill are around the plate. DSRL low key studio photo taken with Canon EOS 5D Mk II and Canon EF 100mm f/2.8L Macro IS USM"
825,825,"Busy female worker in sterile clothes choosing program on touch screen while operating manufacturing machine producing packaged food, blurred motion of technologists Food production line staff"
826,826,drinks production plant in China drinks production plant in China
827,827,Pregnant happy woman shopping at the farmers market Young beautiful pregnant woman buying healthy foods at the market
828,828,fresh vegetables and herbs top view of various fresh vegetables and herbs isolated on white
829,829,Fruit Slices In Saline Bag Dipped In Water Against Background Close-up Of Various Fruit Slices In Saline Bag Dip In Water Against White Background
830,830,Domestic compost heap Domestic kitchen waste on compost heap
831,831,"Pasta ingredients Ingredients for cooking traditional italian pasta shot on dark stone background. The ingredient are placed all around the frame leaving a useful copy space at the center. Composition includes tagliatelle pasta, spaghetti, olive oil, tomatoes, basil, rosemary, parsley,  pepper, salt, garlic and parmesan cheese. Low key DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 100mm f/2.8L Macro IS USM"
832,832,"grocery store garbage unsold vegetables in bags, put out in the garbage, outside a grocery store"
833,833,Old cab over big rig semi truck transporting pears in wooden boxes on flat bed semi trailer Old fashion bonnet cab-over professional big rig semi truck with vertical chrome exhaust pipes transporting boxes with pears secured with slings on flat bed semi trailer running on the marked road
834,834,"Healthy Fruits in Heart Shaped Plate with Stethoscope Heart health, and cholesterol diet concept. Healthy fruits in heart shaped bowl with stethoscope and green apple on white vintage wooden table."
835,835,Woman Holding Help Flag In Kitchen Portrait Of Young Woman Holding Help Flag In Kitchen
836,836,Woman using meal delivery service through mobile app. Woman is using mobile phone to order healthy organic veggies. She want to prepare healthy meal
837,837,Pasta primavera Preparing pasta with vegetables. Top view of an iron cooking pan filled with penne pasta and colorful vegetables on kitchen counter top. DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 100mm f/2.8L Macro IS USM
838,838,Beef steak Beef steak with grilled vegetables served on white plate
839,839,"Healthy Eating – Porridge Healthy Eating – gluten free, organic porridge with quinoa, goji berries, blue berries and cherries"
840,840,Empty plate with a calculator - dieting concept image Empty plate with a calculator on it - dieting concept image
841,841,Young female employee in sterile uniform and blue rubber gloves turning on packing machine while standing in food factory. Young female employee in sterile uniform and blue rubber gloves turning on packing machine while standing in food factory.
842,842,assorted bowl of soup assorted bowl of soup
843,843,"Spices and herbs in old spoons isolated on white background Top view of four old spoons with spices and herbs shot on white background. Spices and herb included are turmeric, bay leaf curry powder, nutmeg, peppercorns, paprika, mustard seeds and others. High key DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 100mm f/2.8L Macro IS USM"
844,844,Wine party Red wine with charcuterie assortment on the background
845,845,Laboratory Woman doing GMO test in laboratory
846,846,Cute little children drinking milk Cute little children drinking milk at daycare
847,847,Laughing group of young cooking students Laughing group of young cooking students in kitchen with bright sunlight pouring through window
848,848,"Composition of fruits and vegetables in rainbow colors Iridescent food. Creative composition made of fruits and vegetables in rainbow colors on white background, flat lay"
849,849,"Alkaline diet concept - fresh foods on rustic background Alkaline diet concept - fresh foods on rustic background, copy space"
850,850,Various herbs and spices Various herbs and spices on dark background top view copy space
851,851,Cute asian little child girl eating watermelon fresh fruit in the garden Cute asian little child girl eating watermelon fresh fruit in the garden
852,852,Cooking course training Cooking course training
853,853,"Beautiful pregnant woman eating cereals Beautiful pregnant woman eating with lust cereals on breakfast, enjoying meal. Yummy food for pregnant ladies"
854,854,"Healthy fresh homemade salad Hands holding an healthy fresh vegetarian salad in a bowl, fresh raw vegetables on background, top view"
855,855,Healthy lunch in bed Healthy lunch in bed for pregnant woman
856,856,"Close-up of four human hands are cooking in a kitchen. Friends having fun while preparing fresh salad. Vegetarian, healthy meal and friendship concept Close-up of four human hands are cooking in a kitchen. Friends having fun while preparing fresh salad. Chef cook represent culinary masterclass. Vegetarian, healthy meal and friendship concept"
857,857,Woman scraping food leftovers into bin Close-up of a woman sweeping the leftovers from a meal into a blue garbage bin. AdobeRGB colorspace.
858,858,food industry workplace - butchery factory for the production of sausages - women working on the assembly line food industry workplace - butchery factory for the production of sausages - women working on the assembly line
859,859,"Set of take away food boxes at white background Collection of take away foil boxes with healthy food. Set of containers with everyday meals - meat, vegetables and law fat snacks on white background, top view"
860,860,"Sandwiches, fruits and vegetables in food box, backpack on old wooden background. Concept of child eating at school. Top view. Flat lay. Sandwiches, fruits and vegetables in food box, backpack on old wooden background. Concept of child eating at school. Top view. Flat lay."
861,861,Young girl on dieting for good health concept. Close up female using hand reject junk food by pushing out her favorite donuts and choose red apple and salad for good health. Healthy food concept.
862,862,"Chilli, Red Pepper Flakes and Chilli Powder Chilli, red pepper flakes and chilli powder burst"
